LinkID,Node1,Node2,Capacity,Distance,MaxSpeed,NumLane,RoadWidth,RoadType,RoadName
201,616,615,1500.0,33,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
202,615,616,1500.0,33,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
203,615,614,1500.0,32,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
204,614,615,1500.0,32,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
205,614,613,1500.0,63,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
206,613,614,1500.0,63,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
207,613,612,1500.0,27,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
208,612,613,1500.0,27,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
209,612,611,1500.0,27,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
210,611,612,1500.0,27,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
211,611,610,1500.0,39,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
212,610,611,1500.0,39,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
213,610,609,1500.0,35,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
214,609,610,1500.0,35,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
215,609,608,1500.0,46,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
